TeamId,TeamName,SubmissionDate,Score
81030,random,3/18/14 9:02,1.0101
81030,random,3/18/14 9:05,0.98091
78607,Lavarez,3/18/14 10:35,0.60103
81988,Fomalhaut,3/18/14 10:36,0.58607
80771,Ron Paider,3/18/14 11:37,4.84437
82139,ThierryS,3/18/14 11:57,0.69315
82118,Simon W,3/18/14 12:22,0.64545
71969,Altiora Peto,3/18/14 12:54,0.58755
81923,gewh10,3/18/14 13:18,0.74141
81466,John N,3/18/14 13:38,0.56958
78607,Lavarez,3/18/14 13:49,0.59888
75233,GLem,3/18/14 13:54,0.59695
81061,TimMorgan,3/18/14 13:57,0.57356
71823,HWDA,3/18/14 14:35,0.58192
81552,Jarrod Olson,3/18/14 14:40,1.1797
72508,Hiking with Polar Bears,3/18/14 14:48,0.56113
80604,clapaucio,3/18/14 14:55,0.61855
81988,Fomalhaut,3/18/14 15:03,0.56611
80017,David Fang,3/18/14 15:54,0.69315
76236,maternaj,3/18/14 15:56,0.58484
76236,maternaj,3/18/14 15:57,0.57036
78253,Richard Courtheoux,3/18/14 16:19,0.5963
80017,David Fang,3/18/14 16:29,0.64239
82174,Cat Barber isn't an occupation,3/18/14 16:54,0.64006
77909,StatsGuys,3/18/14 17:02,0.57835
71212,Mania Yang,3/18/14 17:07,0.59334
82174,Cat Barber isn't an occupation,3/18/14 17:35,0.60777
80604,clapaucio,3/18/14 17:38,0.60622
81043,zachtrexler,3/18/14 17:39,0.55312
81043,zachtrexler,3/18/14 17:39,0.53814
79151,surya,3/18/14 18:08,19.18821
71157,Abhishek,3/18/14 18:11,19.18821
74669,EMBER,3/18/14 18:19,0.58337
82218,EDDIEDUNKS,3/18/14 19:13,0.5542
82208,Jeff Coughlin,3/18/14 19:25,0.65616
78962,sega_sai,3/18/14 19:27,0.56178
72449,Abhishek Jha,3/18/14 19:52,0.57079
78774,HSE Moscow,3/18/14 19:58,0.6433
75875,taenareus,3/18/14 20:03,0.60413
82208,Jeff Coughlin,3/18/14 20:09,0.65267
75875,taenareus,3/18/14 20:23,0.57937
78606,Jim Eddy,3/18/14 20:26,0.58801
76277,JoeB,3/18/14 20:54,0.67775
81260,Evans Xiang,3/18/14 22:11,0.67456
81646,KazAnova,3/18/14 22:36,0.55365
80152,We Must Protect This Gauss,3/18/14 22:37,0.59004
81416,hagen_j,3/18/14 22:59,0.61214
74448,Yonasan Schwartz,3/18/14 23:02,1.0431
82067,dynamic24,3/18/14 23:17,0.56252
75601,Mandelbrot,3/18/14 23:28,0.58818
78237,Matthew Nagy,3/18/14 23:31,0.60056
79151,surya,3/18/14 23:36,0.88926
71952,Tobias Wolfanger,3/18/14 23:49,0.57125
71969,Altiora Peto,3/19/14 0:12,0.57376
82252,PSThorbell,3/19/14 0:25,0.58305
71814,Rob & Mark,3/19/14 0:38,0.56296
81619,Alejandro Morales G,3/19/14 0:57,0.65529
79762,Spicysheep,3/19/14 1:12,0.60593
72467,Patrick Miller,3/19/14 1:18,0.62662
72467,Patrick Miller,3/19/14 1:18,0.62118
82271,Edmond Dantes,3/19/14 1:25,0.72187
82271,Edmond Dantes,3/19/14 1:28,0.71926
81133,Bob Hay,3/19/14 1:31,0.67747
77314,mark gingrich,3/19/14 1:35,0.63897
82276,benvandyke,3/19/14 1:40,0.85266
79425,sbennett,3/19/14 1:46,0.61681
82096,Andrew O'Shea,3/19/14 1:48,0.68731
82096,Andrew O'Shea,3/19/14 1:58,0.66207
82282,sly191919,3/19/14 2:10,0.58738
76340,ggep,3/19/14 2:13,0.6117
80058,Will C,3/19/14 2:15,0.60177
80369,BrenBarn,3/19/14 2:22,0.59419
78115,Jae,3/19/14 2:27,0.57834
72837,baseballnut,3/19/14 2:27,0.62483
72837,baseballnut,3/19/14 2:31,0.62069
82272,DanielS,3/19/14 3:00,0.57717
81764,J & C,3/19/14 3:03,0.57898
81834,SteveCHNC,3/19/14 3:23,0.57328
82272,DanielS,3/19/14 3:25,0.56693
80348,Lisa Gleason,3/19/14 3:33,0.55805
80186,christo,3/19/14 3:34,0.60088
75294,mtpatter,3/19/14 3:49,0.56947
79463,jtj1,3/19/14 4:03,0.59786
79463,jtj1,3/19/14 4:04,0.57985
81681,Andrew Batchelor,3/19/14 4:08,0.6632
80215,amihali3,3/19/14 4:48,0.59496
80756,zachs,3/19/14 5:06,1.00642
81694,James Robinson,3/19/14 5:34,0.59456
82309,Jewelz Andrews,3/19/14 5:41,1.09444
82309,Jewelz Andrews,3/19/14 5:41,1.03295
82221,BDH ESU,3/19/14 5:51,0.67932
74451,boooeee,3/19/14 6:12,0.56125
81266,Paper Napkin,3/19/14 6:33,0.60801
82310,BryanP,3/19/14 6:52,0.58435
77051,Tobias Domhan,3/19/14 6:53,0.62135
82260,BAYZ,3/19/14 7:03,1.08122
82260,BAYZ,3/19/14 7:04,1.06832
82320,ody,3/19/14 7:21,0.56986
80465,jitans,3/19/14 7:47,0.56712
81722,sytelus,3/19/14 8:38,0.58676
81498,rvprasad,3/19/14 8:54,0.62286
77051,Tobias Domhan,3/19/14 9:16,0.59164
77334,JAR1986,3/19/14 9:36,1.11187
77334,JAR1986,3/19/14 9:40,0.56363
74117,JZ,3/19/14 10:15,0.58754
81923,gewh10,3/19/14 10:47,0.69284
77350,WhiteBoardMarker,3/19/14 11:05,0.62881
72801,ddductr,3/19/14 11:18,0.73514
71163,The Mathketball Diaries,3/19/14 11:19,0.60372
76340,ggep,3/19/14 11:29,0.6053
75937,Francisco Ruiz,3/19/14 11:30,0.56854
77002,ialadus,3/19/14 11:58,0.60245
75372,James Chan,3/19/14 12:05,0.57936
77673,DTAI,3/19/14 12:54,0.6149
71163,The Mathketball Diaries,3/19/14 13:09,0.59716
80857,Emelianenko Nilos,3/19/14 13:10,1.11866
80857,Emelianenko Nilos,3/19/14 13:15,0.60494
71159,Wahoowa,3/19/14 13:18,0.76923
77350,WhiteBoardMarker,3/19/14 13:22,0.62654
78639,oldSchool,3/19/14 13:24,0.60514
77864,InvisibleMan,3/19/14 13:25,0.60537
71823,HWDA,3/19/14 13:30,0.57654
79301,mondoraus,3/19/14 14:16,0.6566
78456,Ian McCulla,3/19/14 14:21,0.5609
80951,Harald,3/19/14 14:30,0.61393
77864,InvisibleMan,3/19/14 14:45,0.55549
80215,amihali3,3/19/14 14:49,0.58472
79264,NU MSiA,3/19/14 14:49,0.71994
79446,Ryan Greenway,3/19/14 14:54,0.60183
82422,Imagna,3/19/14 14:58,0.6125
77289,CP Predictors,3/19/14 15:07,0.66356
81825,mogismog,3/19/14 15:10,0.63971
82424,Make Some Noise!,3/19/14 15:17,0.72056
81588,JustDukeIt,3/19/14 15:28,0.57172
81574,Alex Stanciu,3/19/14 15:28,0.58522
71979,DanC,3/19/14 15:30,0.58312
81953,Dustin,3/19/14 15:31,2.0335
81953,Dustin,3/19/14 15:39,1.59656
81588,JustDukeIt,3/19/14 15:48,0.56666
71467,Jason_ATX,3/19/14 16:10,0.56645
82432,AndrewQ,3/19/14 16:10,1.05671
71467,Jason_ATX,3/19/14 16:11,0.5367
81218,jolk,3/19/14 16:46,0.56163
78081,UTexas MSBA1,3/19/14 16:46,0.69232
70876,Jeff Sonas,3/19/14 16:57,0.57151
81420,Rajendra Kumar Gupta,3/19/14 17:00,0.64109
77085,Satya Prakash,3/19/14 17:04,0.62522
78366,The IIDs of March,3/19/14 17:10,0.67112
81037,Sean Maybee,3/19/14 17:21,0.61637
77153,WBTtheFROG,3/19/14 17:22,0.58263
75937,Francisco Ruiz,3/19/14 17:27,0.56568
81909,mm2012mm,3/19/14 17:27,0.59574
78296,Scaling Lana,3/19/14 17:40,0.58434
79577,atul rajan,3/19/14 17:47,0.64314
81853,frznphnx13,3/19/14 17:49,0.5761
78959,Jordan Gumm,3/19/14 17:53,0.59927
78959,Jordan Gumm,3/19/14 18:04,0.56411
71344,Nathan Weir,3/19/14 18:08,0.57283
76279,Data Insights,3/19/14 18:10,0.74028
82302,ggalgon,3/19/14 18:12,0.62618
82302,ggalgon,3/19/14 18:13,0.62374
82459,LDecker,3/19/14 18:16,0.5704
79577,atul rajan,3/19/14 18:17,0.62681
82462,Ashish Gupta,3/19/14 18:20,0.59921
75892,HokieStat,3/19/14 18:23,0.57128
82308,Garrett Ervin,3/19/14 18:25,0.6006
82308,Garrett Ervin,3/19/14 18:25,0.60024
77014,Dylan Friedmann,3/19/14 18:27,0.60612
82464,foxcroft,3/19/14 18:29,0.56577
81499,Peter Sadowski,3/19/14 18:33,0.5847
82092,Frederocks,3/19/14 18:38,0.54692
75952,doktorKidler,3/19/14 18:41,0.61244
81956,Scott Driza,3/19/14 18:44,0.57778
79469,B.j. Glorioso,3/19/14 18:44,0.63451
81853,frznphnx13,3/19/14 18:45,0.57483
80152,We Must Protect This Gauss,3/19/14 18:50,0.58851
82467,Richard Hernandez 2,3/19/14 19:07,0.60908
71356,Arul A P,3/19/14 19:16,19.18821
80448,Rahul Roy Chowdhury,3/19/14 19:17,0.5788
78179,Raghavendra Ganesh,3/19/14 19:23,0.64973
71858,ram nam jam,3/19/14 19:29,0.58969
78296,Scaling Lana,3/19/14 19:31,0.55965
79469,B.j. Glorioso,3/19/14 19:38,0.61916
81443,omeger,3/19/14 19:53,0.57274
81443,omeger,3/19/14 19:53,0.56807
82444,dnaeye,3/19/14 19:57,1.40635
81825,mogismog,3/19/14 20:01,0.61118
80178,Matthew Aeschbacher,3/19/14 20:03,0.61647
82482,developerX,3/19/14 20:14,0.57892
82090,cpindziak,3/19/14 20:27,0.59695
82268,TwoShoesDrake,3/19/14 20:29,0.99724
82267,Sborrows,3/19/14 20:30,0.54594
82268,TwoShoesDrake,3/19/14 20:31,0.99418
82487,"Ro,meo",3/19/14 20:32,1.39239
79414,JonH,3/19/14 20:36,0.57254
82486,Grimp Whelkin,3/19/14 20:38,0.52423
77311,knicks9,3/19/14 20:43,0.87805
77311,knicks9,3/19/14 20:44,0.85405
81622,chmullig,3/19/14 20:57,0.58262
75478,One shining MGF,3/19/14 21:01,0.54107
75478,One shining MGF,3/19/14 21:01,0.52951
71936,domoldo,3/19/14 21:04,0.63686
82458,SJBeard,3/19/14 21:06,0.55665
82458,SJBeard,3/19/14 21:10,0.55191
82487,"Ro,meo",3/19/14 21:19,1.39129
71833,Terrible,3/19/14 21:24,9.93397
71833,Terrible,3/19/14 21:27,5.25702
79264,NU MSiA,3/19/14 21:27,0.62784
82474,Roger Koenker,3/19/14 21:28,2.52793
77683,Data-Tri-ners,3/19/14 21:31,12.0613
80895,Travis Erdman,3/19/14 21:41,1.58292
80895,Travis Erdman,3/19/14 21:41,1.03467
81644,photunix,3/19/14 21:51,0.57259
78756,EamusCatuli,3/19/14 21:51,0.63334
78756,EamusCatuli,3/19/14 21:52,0.61288
73897,Huashuai Qu,3/19/14 21:56,0.62659
77380,amaterasu,3/19/14 21:56,0.57754
82456,Michael Zeller,3/19/14 22:02,0.59819
82390,meat hamster,3/19/14 22:03,0.8908
81622,chmullig,3/19/14 22:05,0.57709
72236,"Bill Szaroletta, P.E.",3/19/14 22:05,0.60256
81629,lushiouslest,3/19/14 22:05,0.71337
81629,lushiouslest,3/19/14 22:06,0.6775
82482,developerX,3/19/14 22:06,0.57496
82559,Homma3,3/19/14 22:16,0.71233
78617,chapaev28,3/19/14 22:17,0.69364
81643,thekaiser,3/19/14 22:19,0.70565
72309,KUL_Pandabí_r,3/19/14 22:25,0.59422
81882,hops,3/19/14 22:25,0.79186
81643,thekaiser,3/19/14 22:25,0.69447
80231,omes,3/19/14 22:26,0.57409
76113,jgor,3/19/14 22:27,0.57792
82575,Zach,3/19/14 22:28,0.57406
81389,PEC,3/19/14 22:28,0.56513
81389,PEC,3/19/14 22:29,0.56333
75718,Alok Pattani,3/19/14 22:31,0.57308
81683,anthonyj,3/19/14 22:31,1.76623
80287,Aphinium Corporation,3/19/14 22:32,0.62938
78617,chapaev28,3/19/14 22:34,0.66064
82561,Bob Cordwell,3/19/14 22:36,0.69315
82582,Giazon,3/19/14 22:37,0.65974
82582,Giazon,3/19/14 22:38,0.6177
80845,Yrjí_ Hí_me,3/19/14 22:39,0.6278
82493,Crimea River,3/19/14 22:40,0.62199
82090,cpindziak,3/19/14 22:41,0.56847
82046,TheAnalyticProphet,3/19/14 22:44,0.58907
81614,dan_socks,3/19/14 22:44,0.57779
82571,Calafontaine,3/19/14 22:44,0.70608
82571,Calafontaine,3/19/14 22:46,0.70606
82402,Brian Hawkins,3/19/14 22:48,0.5569
82585,FishMonger,3/19/14 22:58,0.63197
82585,FishMonger,3/19/14 22:59,0.54168
82493,Crimea River,3/19/14 23:02,0.61485
77153,WBTtheFROG,3/19/14 23:09,0.57112
81621,Yale Bulldogs,3/19/14 23:10,0.5576
82588,Eric Akers,3/19/14 23:12,1.14099
81621,Yale Bulldogs,3/19/14 23:12,0.55487
77541,pistoldawn,3/19/14 23:13,0.62619
78778,Bo Pedersen,3/19/14 23:16,0.57121
82602,Ryan Cress,3/19/14 23:18,0.65842
82602,Ryan Cress,3/19/14 23:18,0.65765
80231,omes,3/19/14 23:22,0.55814
81547,Random Forest,3/19/14 23:24,0.88956
73782,maxqld,3/19/14 23:29,0.7006
71344,Nathan Weir,3/19/14 23:30,0.54773
81909,mm2012mm,3/19/14 23:32,0.58847
80149,BracketBall,3/19/14 23:32,0.58065
82480,oxfordcomma,3/19/14 23:36,0.68949
81299,Chadha,3/19/14 23:37,0.59505
82559,Homma3,3/19/14 23:37,0.67615
82594,Subject Zero,3/19/14 23:41,0.61501
82601,YosarianLives,3/19/14 23:46,0.55867
82480,oxfordcomma,3/19/14 23:47,0.6829
81667,Dan Gifford,3/19/14 23:49,0.59837
78115,Jae,3/19/14 23:49,0.5739
80036,Mark Glickman,3/19/14 23:52,0.59541
78774,HSE Moscow,3/19/14 23:53,0.60642
79266,We'll get you next time waggle,3/19/14 23:53,0.60884
82059,Quakers,3/19/14 23:54,0.59569
82631,Nick Marinakis,3/19/14 23:55,0.55738
81667,Dan Gifford,3/19/14 23:57,0.56999
81619,Alejandro Morales G,3/19/14 23:57,0.65275
82509,Tacitus,3/19/14 23:58,0.92519
72820,Cavfan22,3/19/14 23:59,0.76485
81619,Alejandro Morales G,3/20/14 0:00,0.64347
82496,Brian Joseph,3/20/14 0:41,1.62771
82598,broncosox,3/20/14 0:46,0.63902
82632,aloysius3382,3/20/14 1:00,0.57193
82509,Tacitus,3/20/14 1:07,0.56882
78998,Carter Wang,3/20/14 1:21,0.56571
79480,Bubbles,3/20/14 1:46,0.61796
82747,Median Kaggle Benchmark,3/20/14 3:38,0.56559
82748,Mean Kaggle Benchmark,3/20/14 3:39,0.57551
83128,All 0.5 benchmark,3/23/14 14:31,0.69315
79580,William Cukierski,4/9/14 1:12,19.18821
79580,William Cukierski,4/9/14 1:13,0
77010,Bruno Wu,4/12/14 15:37,0
95567,mcreel,5/22/14 17:28,0
